23919	272	9574	0.930
23919	272	22104	0.956
23919	272	12371	0.956
23919	272	2622	0.956
23919	272	17869	0.965
23919	272	12910	0.930
23919	272	26378	0.930
23919	272	26275	0.930
23919	272	12097	0.956
23919	272	5961	0.930
23919	272	10264	0.930
23919	272	10059	0.930
23919	272	16472	0.965
23919	272	16957	0.963
23919	272	8853	0.965
23919	272	25102	0.956
23919	272	26752	0.965
23919	272	15434	0.930
23919	272	296	0.930
23919	272	18825	0.965
23919	272	16117	0.930
23919	272	20533	0.965
23919	272	17523	0.963
23919	272	69	0.965
23919	272	6323	0.965
23919	272	21461	0.956
23919	272	1056	0.963
23919	272	23919	0.930
23919	272	3039	0.963
23919	272	3578	0.956
23919	272	524	0.963
23919	272	4030	0.965
23919	272	24806	0.965
23919	272	4764	0.930
23919	272	5792	0.965
23919	272	20404	0.965
23919	272	24094	0.930
23919	272	4297	0.963
23919	272	2025	0.965
23919	272	18815	0.964
23919	272	12111	0.930
23919	272	3820	0.965
23919	272	22482	0.956
23919	272	20321	0.930
23919	272	6918	0.964
23919	272	12449	0.930
23919	272	16389	0.930
23919	272	15832	0.930
23919	272	19962	0.930
23919	272	17849	0.956
23919	272	24243	0.956
23919	272	18070	0.963
23919	272	7949	0.930
23919	272	27084	0.930
23919	272	24363	0.964
23919	272	25434	0.930
23919	272	13961	0.956
23919	272	26667	0.930
23919	272	4736	0.930
23919	272	26440	0.957
23919	272	16383	0.965
23919	272	20399	0.956
23919	272	303	0.956
23919	272	24832	0.965
23919	272	5040	0.965
23919	272	27168	0.965
23919	272	17467	0.965
23919	272	18537	0.930
23919	272	26894	0.930
23919	272	14435	0.963
23919	272	23763	0.964
23919	272	16833	0.965
23919	272	5783	0.930
23919	272	5479	0.965
23919	272	2249	0.956
23919	272	2026	0.965
23919	272	15019	0.930
23919	272	15143	0.949
23919	272	26828	0.965
23919	272	13853	0.930
23919	272	4800	0.956
23919	272	24579	0.930
23919	272	12436	0.963
23919	272	9779	0.935
23919	272	5887	0.963
23919	272	18602	0.956
23919	272	13519	0.930
23919	272	12065	0.965
23919	272	20675	0.965
23919	272	4008	0.963
23919	272	16820	0.964
23919	272	2199	0.930
23919	272	10098	0.956
23919	272	15629	0.965
23919	272	4309	0.930
23919	272	2203	0.965
23919	272	6360	0.964
23919	272	1031	0.965
23919	272	10052	0.930
23919	272	8088	0.965
23919	272	22585	0.965
23919	272	9607	0.956
23919	272	12151	0.956
23919	272	291	0.965
23919	272	6694	0.956
23919	272	17365	0.964
23919	272	15553	0.963
23919	272	10824	0.964
23919	272	22560	0.930
23919	272	12892	0.965
23919	272	26284	0.964
23919	272	2685	0.930
23919	272	20394	0.930
23919	272	6813	0.930
23919	272	16012	0.965
23919	272	22106	0.956
23919	272	7786	0.963
23919	272	22408	0.930
23919	272	22333	0.930
23919	272	8239	0.930
23919	272	23995	0.956
23919	272	21064	0.956
16117	272	9574	0.930
16117	272	22104	0.956
16117	272	12371	0.956
16117	272	2622	0.956
16117	272	17869	0.965
16117	272	12910	0.930
16117	272	26378	0.930
16117	272	26275	0.930
16117	272	12097	0.956
16117	272	5961	0.930
16117	272	10264	0.930
16117	272	10059	0.930
16117	272	16472	0.965
16117	272	16957	0.963
16117	272	8853	0.965
16117	272	25102	0.956
16117	272	26752	0.965
16117	272	15434	0.930
16117	272	296	0.930
16117	272	18825	0.965
16117	272	16117	0.930
16117	272	20533	0.965
16117	272	17523	0.963
16117	272	69	0.965
16117	272	6323	0.965
16117	272	21461	0.956
16117	272	1056	0.963
16117	272	23919	0.930
16117	272	3039	0.963
16117	272	3578	0.956
16117	272	524	0.963
16117	272	4030	0.965
16117	272	24806	0.965
16117	272	4764	0.930
16117	272	5792	0.965
16117	272	20404	0.965
16117	272	24094	0.930
16117	272	4297	0.963
16117	272	2025	0.965
16117	272	18815	0.964
16117	272	12111	0.930
16117	272	3820	0.965
16117	272	22482	0.956
16117	272	20321	0.930
16117	272	6918	0.964
16117	272	12449	0.930
16117	272	16389	0.930
16117	272	15832	0.930
16117	272	19962	0.930
16117	272	17849	0.956
16117	272	24243	0.956
16117	272	18070	0.963
16117	272	7949	0.930
16117	272	27084	0.930
16117	272	24363	0.964
16117	272	25434	0.930
16117	272	13961	0.956
16117	272	26667	0.930
16117	272	4736	0.930
16117	272	26440	0.957
16117	272	16383	0.965
16117	272	20399	0.956
16117	272	303	0.956
16117	272	24832	0.965
16117	272	5040	0.965
16117	272	27168	0.965
16117	272	17467	0.965
16117	272	18537	0.930
16117	272	26894	0.930
16117	272	14435	0.963
16117	272	23763	0.964
16117	272	16833	0.965
16117	272	5783	0.930
16117	272	5479	0.965
16117	272	2249	0.956
16117	272	2026	0.965
16117	272	15019	0.930
16117	272	15143	0.949
16117	272	26828	0.965
16117	272	13853	0.930
16117	272	4800	0.956
16117	272	24579	0.930
16117	272	12436	0.963
16117	272	9779	0.935
16117	272	5887	0.963
16117	272	18602	0.956
16117	272	13519	0.930
16117	272	12065	0.965
16117	272	20675	0.965
16117	272	4008	0.963
16117	272	16820	0.964
16117	272	2199	0.930
16117	272	10098	0.956
16117	272	15629	0.965
16117	272	4309	0.930
16117	272	2203	0.965
16117	272	6360	0.964
16117	272	1031	0.965
16117	272	10052	0.930
16117	272	8088	0.965
16117	272	22585	0.965
16117	272	9607	0.956
16117	272	12151	0.956
16117	272	291	0.965
16117	272	6694	0.956
16117	272	17365	0.964
16117	272	15553	0.963
16117	272	10824	0.964
16117	272	22560	0.930
16117	272	12892	0.965
16117	272	26284	0.964
16117	272	2685	0.930
16117	272	20394	0.930
16117	272	6813	0.930
16117	272	16012	0.965
16117	272	22106	0.956
16117	272	7786	0.963
16117	272	22408	0.930
16117	272	22333	0.930
16117	272	8239	0.930
16117	272	23995	0.956
16117	272	21064	0.956
22585	272	9574	0.965
22585	272	22104	0.991
22585	272	12371	0.991
22585	272	2622	0.991
22585	272	17869	1.000
22585	272	12910	0.965
22585	272	26378	0.965
22585	272	26275	0.965
22585	272	12097	0.991
22585	272	5961	0.965
22585	272	10264	0.965
22585	272	10059	0.965
22585	272	16472	1.000
22585	272	16957	0.998
22585	272	8853	1.000
22585	272	25102	0.991
22585	272	26752	1.000
22585	272	15434	0.965
22585	272	296	0.965
22585	272	18825	1.000
22585	272	16117	0.965
22585	272	20533	1.000
22585	272	17523	0.998
22585	272	69	1.000
22585	272	6323	1.000
22585	272	21461	0.991
22585	272	1056	0.998
22585	272	23919	0.965
22585	272	3039	0.998
22585	272	3578	0.991
22585	272	524	0.998
22585	272	4030	1.000
22585	272	24806	1.000
22585	272	4764	0.965
22585	272	5792	1.000
22585	272	20404	1.000
22585	272	24094	0.965
22585	272	4297	0.998
22585	272	2025	1.000
22585	272	18815	0.999
22585	272	12111	0.965
22585	272	3820	1.000
22585	272	22482	0.991
22585	272	20321	0.965
22585	272	6918	0.999
22585	272	12449	0.965
22585	272	16389	0.965
22585	272	15832	0.965
22585	272	19962	0.965
22585	272	17849	0.991
22585	272	24243	0.991
22585	272	18070	0.998
22585	272	7949	0.965
22585	272	27084	0.965
22585	272	24363	0.999
22585	272	25434	0.965
22585	272	13961	0.991
22585	272	26667	0.965
22585	272	4736	0.965
22585	272	26440	0.993
22585	272	16383	1.000
22585	272	20399	0.991
22585	272	303	0.991
22585	272	24832	1.000
22585	272	5040	1.000
22585	272	27168	1.000
22585	272	17467	1.000
22585	272	18537	0.965
22585	272	26894	0.965
22585	272	14435	0.998
22585	272	23763	0.999
22585	272	16833	1.000
22585	272	5783	0.965
22585	272	5479	1.000
22585	272	2249	0.991
22585	272	2026	1.000
22585	272	15019	0.965
22585	272	15143	0.985
22585	272	26828	1.000
22585	272	13853	0.965
22585	272	4800	0.991
22585	272	24579	0.965
22585	272	12436	0.998
22585	272	9779	0.970
22585	272	5887	0.998
22585	272	18602	0.991
22585	272	13519	0.965
22585	272	12065	1.000
22585	272	20675	1.000
22585	272	4008	0.998
22585	272	16820	0.999
22585	272	2199	0.965
22585	272	10098	0.991
22585	272	15629	1.000
22585	272	4309	0.965
22585	272	2203	1.000
22585	272	6360	0.999
22585	272	1031	1.000
22585	272	10052	0.965
22585	272	8088	1.000
22585	272	22585	1.000
22585	272	9607	0.991
22585	272	12151	0.991
22585	272	291	1.000
22585	272	6694	0.991
22585	272	17365	1.000
22585	272	15553	0.998
22585	272	10824	0.999
22585	272	22560	0.965
22585	272	12892	1.000
22585	272	26284	0.999
22585	272	2685	0.965
22585	272	20394	0.965
22585	272	6813	0.965
22585	272	16012	1.000
22585	272	22106	0.991
22585	272	7786	0.998
22585	272	22408	0.965
22585	272	22333	0.965
22585	272	8239	0.965
22585	272	23995	0.991
22585	272	21064	0.991
13853	272	9574	0.930
13853	272	22104	0.956
13853	272	12371	0.956
13853	272	2622	0.956
13853	272	17869	0.965
13853	272	12910	0.930
13853	272	26378	0.930
13853	272	26275	0.930
13853	272	12097	0.956
13853	272	5961	0.930
13853	272	10264	0.930
13853	272	10059	0.930
13853	272	16472	0.965
13853	272	16957	0.963
13853	272	8853	0.965
13853	272	25102	0.956
13853	272	26752	0.965
13853	272	15434	0.930
13853	272	296	0.930
13853	272	18825	0.965
13853	272	16117	0.930
13853	272	20533	0.965
13853	272	17523	0.963
13853	272	69	0.965
13853	272	6323	0.965
13853	272	21461	0.956
13853	272	1056	0.963
13853	272	23919	0.930
13853	272	3039	0.963
13853	272	3578	0.956
13853	272	524	0.963
13853	272	4030	0.965
13853	272	24806	0.965
13853	272	4764	0.930
13853	272	5792	0.965
13853	272	20404	0.965
13853	272	24094	0.930
13853	272	4297	0.963
13853	272	2025	0.965
13853	272	18815	0.964
13853	272	12111	0.930
13853	272	3820	0.965
13853	272	22482	0.956
13853	272	20321	0.930
13853	272	6918	0.964
13853	272	12449	0.930
13853	272	16389	0.930
13853	272	15832	0.930
13853	272	19962	0.930
13853	272	17849	0.956
13853	272	24243	0.956
13853	272	18070	0.963
13853	272	7949	0.930
13853	272	27084	0.930
13853	272	24363	0.964
13853	272	25434	0.930
13853	272	13961	0.956
13853	272	26667	0.930
13853	272	4736	0.930
13853	272	26440	0.957
13853	272	16383	0.965
13853	272	20399	0.956
13853	272	303	0.956
13853	272	24832	0.965
13853	272	5040	0.965
13853	272	27168	0.965
13853	272	17467	0.965
13853	272	18537	0.930
13853	272	26894	0.930
13853	272	14435	0.963
13853	272	23763	0.964
13853	272	16833	0.965
13853	272	5783	0.930
13853	272	5479	0.965
13853	272	2249	0.956
13853	272	2026	0.965
13853	272	15019	0.930
13853	272	15143	0.949
13853	272	26828	0.965
13853	272	13853	0.930
13853	272	4800	0.956
13853	272	24579	0.930
13853	272	12436	0.963
13853	272	9779	0.935
13853	272	5887	0.963
13853	272	18602	0.956
13853	272	13519	0.930
